,0,1,FID,PAC,NAME,省,DEM,GDP,NDVI,POP,RIVER,ROAD,count
64,0.032365561,0.967634439,1789,441303,惠阳区,广东省,0.019644348,0.006785182,0.769779751,0.022023758,0.155892138,0.010626011,8
65,0.333508492,0.666491508,1979,500106,沙坪坝区,重庆市,0.068626268,0.012823933,0.723371988,0.078761967,0.142857143,0.025226932,8
66,0.155280709,0.844719291,1983,500110,綦江区,重庆市,0.130639647,0.001375727,0.910911028,0.011478697,0.150943582,0.002372694,8
67,0.047862887,0.952137113,2028,510182,彭州市,四川省,0.252013832,0.002054056,0.805245393,0.015728013,0.14805215,0.007083616,8
68,0.285732687,0.714267313,2204,520181,清镇市,贵州省,0.24860844,0.001052207,0.86386165,0.010274637,0.20238072,0.001468663,8
69,0.147711933,0.852288067,2286,530112,西山区,云南省,0.404319953,0.004723794,0.746482429,0.022082579,0.160714286,0.014732042,8
70,0.205746174,0.794253826,2754,650121,乌鲁木齐县,新疆维吾尔自治区,0.426042751,0.000138132,0.482177172,0.000996378,0.144385005,0.000697331,8
71,0.112503529,0.887496471,6,110109,门头沟区,北京市,0.145782997,0.001140457,0.939811532,0.007259689,0.142857143,0.007027207,7
72,0.049433768,0.950566232,11,110115,大兴区,北京市,0.006286175,0.01604709,0.664710256,0.054576038,0.142857143,0.034347585,7
73,0.1416713,0.8583287,13,110117,平谷区,北京市,0.042409624,0.001756891,0.86746555,0.014079988,0.142857143,0.005553458,7
74,0.321416557,0.678583443,415,152530,正蓝旗,内蒙古自治区,0.256736554,3.20254E-05,0.569339058,0.000198745,0.143486437,0.000235996,7
75,0.273744524,0.726255476,428,210113,沈北新区,辽宁省,0.014107056,0.002610872,0.904892206,0.020326613,0.142857143,0.003603656,7
76,0.233406603,0.766593397,712,310115,浦东新区,上海市,0.000930486,0.067486727,0.491712712,0.146622756,0.203980713,0.059546754,7
77,0.187916279,0.812083721,731,320211,滨湖区,江苏省,0.001992985,0.009080517,0.471259402,0.059884602,0.142857143,0.037856129,7
78,0.402258992,0.597741008,751,320481,溧阳市,江苏省,0.005512865,0.003661636,0.812905828,0.014765785,0.156682151,0.006090464,7
79,0.210536242,0.789463758,753,320506,吴中区,江苏省,0.001553774,0.003090919,0.294997686,0.014607562,0.149742148,0.006359944,7
80,0.059143782,0.940856218,859,330522,长兴县,浙江省,0.015916464,0.002660279,0.828117164,0.013389815,0.142857143,0.005399017,7
81,0.014617682,0.985382318,1209,370212,崂山区,山东省,0.047967348,0.014728998,0.761351647,0.045744822,0.15882285,0.01480188,7
82,0.415867567,0.584132433,1832,445281,普宁市,广东省,0.029877003,0.00210233,0.843767451,0.036925465,0.142857143,0.003983199,7
83,0.213923573,0.786076427,1982,500109,北碚区,重庆市,0.082518946,0.004358157,0.831270779,0.030261023,0.142857143,0.015190738,7
84,0.197257638,0.802742362,1999,500156,武隆区,重庆市,0.193447484,0.000437445,0.954964517,0.003712644,0.153439287,0.001161525,7
85,0.012608707,0.987391293,2022,510117,郫都区,四川省,0.110311087,0.014318928,0.696279359,0.055144378,0.176470708,0.033986263,7
86,0.056152999,0.943847001,2054,510682,什邡市,四川省,0.271676618,0.002291322,0.817885762,0.01412629,0.142857143,0.007340346,7
87,0.43171227,0.56828773,2161,513322,泸定县,四川省,0.60674264,7.10561E-05,0.711174815,0.001141061,0.142857143,0.001511886,7
88,0.119757056,0.880242944,2490,610112,未央区,陕西省,0.073961366,0.024671704,0.422023953,0.085240702,0.214285714,0.033633578,7
89,0.454782367,0.545217633,2497,610122,蓝田县,陕西省,0.214216137,0.000528257,0.907038491,0.008419321,0.142857143,0.002283772,7
90,0.173899233,0.826100767,2701,632521,共和县,青海省,0.654106358,2.60692E-05,0.55335795,0.000239361,0.168831438,0.00024742,7
91,0.20775491,0.79224509,14,110118,密云区,北京市,0.069278178,0.000861919,0.897873777,0.006484253,0.222385712,0.003986366,6
92,0.233326852,0.766673148,521,220102,南关区,吉林省,0.046140716,0.004708975,0.752465098,0.050200291,0.190476423,0.013058589,6
93,0.289470792,0.710529208,718,320102,玄武区,江苏省,0.009240533,0.10710046,0.683794343,0.331887214,0.142857143,0.073004709,6
94,0.076644719,0.923355281,818,330106,西湖区,浙江省,0.010409109,0.029318613,0.6798849,0.115258304,0.274724993,0.075152282,6
95,0.175507009,0.824492991,824,330122,桐庐县,浙江省,0.057345812,0.001174807,0.945410225,0.006816925,0.205882132,0.003421001,6
96,0.052992046,0.947007954,827,330203,海曙区,浙江省,0.033689189,0.010322745,0.826690822,0.019654529,0.142857143,0.014522796,6
97,0.193416476,0.806583524,833,330225,象山县,浙江省,0.017920433,0.002926634,0.811395514,0.014666978,0.281819284,0.013111378,6
98,0.140823126,0.859176874,890,331023,天台县,浙江省,0.069405503,0.00101624,0.940246944,0.007322302,0.142857143,0.006141095,6
99,0.268105447,0.731894553,1007,341881,宁国市,安徽省,0.055517518,0.000835706,0.957084126,0.004844282,0.149001421,0.001030226,6
100,0.042440176,0.957559824,1013,350111,晋安区,福建省,0.077918559,0.011811585,0.902502143,0.050185338,0.15646286,0.024202603,6
101,0.076644719,0.923355281,1095,360103,西湖区,江西省,0.010409109,0.029318613,0.6798849,0.115258304,0.274724993,0.075152282,6
102,0.059737444,0.940262556,1200,370114,章丘区,山东省,0.033493024,0.003048471,0.81401712,0.019674225,0.154762137,0.005658729,6
103,0.159222484,0.840777516,1280,371102,东港区,山东省,0.014463459,0.00410233,0.736920876,0.023033308,0.193565717,0.013632694,6
104,0.76479423,0.23520577,1458,411502,浉河区,河南省,0.041139174,0.001016176,0.913267105,0.010026216,0.182417864,0.000953886,6
105,0.172388256,0.827611744,1599,430181,浏阳市,湖南省,0.048803074,0.001649725,0.920409281,0.008226378,0.146014295,0.001794129,6
106,0.075417042,0.924582958,1718,440111,白云区,广东省,0.082183452,0.01541713,0.61742027,0.089907422,0.19254643,0.048249532,6
107,0.050526142,0.949473858,1719,440112,黄埔区,广东省,0.011571169,0.046498688,0.690728735,0.078118507,0.269841439,0.046999404,6
108,0.138826966,0.861173034,1727,440205,曲江区,广东省,0.06620018,0.000711115,0.930020236,0.006034192,0.153061436,0.001443937,6
109,0.213955641,0.786044359,1792,441324,龙门县,广东省,0.048141693,0.000433458,0.952242342,0.004332934,0.146341422,0.001843301,6
110,0.092324495,0.907675505,1838,450102,兴宁区,广西壮族自治区,0.034891747,0.003224283,0.857794589,0.019295348,0.142857143,0.002374812,6
111,0.526391149,0.473608822,1847,450125,上林县,广西壮族自治区,0.055214832,0.000242486,0.901546271,0.005611051,0.142857143,0.0011362,6
112,0.195674777,0.804325223,1854,450206,柳江区,广西壮族自治区,0.045585586,0.000813927,0.912735255,0.006569862,0.149425005,0.002438686,6
113,0.075417042,0.924582958,2199,520113,白云区,贵州省,0.082183452,0.01541713,0.61742027,0.089907422,0.19254643,0.048249532,6
114,0.030467689,0.969532311,2296,530181,安宁市,云南省,0.391578576,0.002352315,0.820019661,0.008523778,0.142857143,0.004784091,6
115,0.290217876,0.709782124,2332,530721,玉龙纳西族自治县,云南省,0.556761304,8.19783E-05,0.873578654,0.001126512,0.147914276,0.002671767,6
116,0.423578441,0.576421559,2718,632800,自治州直辖,青海省,0.640512807,1.05246E-05,0.027642483,2.55658E-05,0.143802861,0.000129335,6
117,0.203809619,0.796190381,25,120113,北辰区,天津市,0.001142091,0.007645736,0.647790318,0.050694602,0.233766436,0.023815781,5
118,0.169566512,0.830433488,28,120116,滨海新区,天津市,0.000483393,0.018785192,0.463071454,0.043450081,0.221644287,0.010539248,5
119,0.42015475,0.57984525,142,130722,张北县,河北省,0.281195358,0.000155818,0.770011199,0.002190973,0.155555725,0.001418508,5
120,0.344689131,0.655310869,334,150223,达尔罕茂明安联合旗,内蒙古自治区,0.270258353,3.83168E-05,0.454882619,0.000215523,0.144004277,0.000205357,5
121,0.204315722,0.795684278,360,150621,达拉特旗,内蒙古自治区,0.228364322,0.000229058,0.46044521,0.001253504,0.175887865,0.000645113,5
122,0.159988105,0.840011895,427,210112,浑南区,辽宁省,0.015735939,0.013284656,0.781154228,0.063902639,0.142857143,0.01524873,5
123,0.22142452,0.77857548,462,210521,本溪满族自治县,辽宁省,0.091923195,0.000198311,0.986888049,0.002539881,0.142857143,0.000506241,5
124,0.154031873,0.845968127,711,310114,嘉定区,上海市,0.000857206,0.028582557,0.572439713,0.093756136,0.178571429,0.05727785,5
125,0.087890685,0.912109315,754,320507,相城区,江苏省,0.00076739,0.011939276,0.506176821,0.043806284,0.338345729,0.022185,5
126,0.367862821,0.632137179,870,330726,浦江县,浙江省,0.061671933,0.001425328,0.900727166,0.013057193,0.184874289,0.004416579,5
127,0.299941003,0.700058997,960,341003,黄山区,安徽省,0.077586484,0.000363945,0.968840115,0.002609543,0.213187147,0.001695482,5
128,0.031285226,0.968714774,1015,350121,闽侯县,福建省,0.08543608,0.00201304,0.889846897,0.010395553,0.203809291,0.00803642,5
129,0.274246812,0.725753188,1022,350203,思明区,福建省,0.0107891,0.172477788,0.443891943,0.506441438,0.213396432,0.085198964,5
130,0.216231525,0.783768475,1067,350681,龙海市,福建省,0.023526426,0.005227468,0.717402611,0.02335093,0.205602853,0.00770685,5
131,0.239162743,0.760837257,1131,360703,南康区,江西省,0.047566447,0.001054015,0.82934893,0.013124941,0.168831438,0.007322907,5
132,0.026964307,0.973035693,1284,371302,兰山区,山东省,0.019208293,0.006409041,0.677377271,0.036856948,0.166666434,0.036317272,5
133,0.336066782,0.663933218,1495,420111,洪山区,湖北省,0.005445362,0.017893758,0.481295291,0.107949867,0.267080732,0.029689267,5
134,0.191349566,0.808650434,1597,430112,望城区,湖南省,0.012108058,0.00440756,0.784108718,0.0208814,0.248979274,0.004846813,5
135,0.031260371,0.968739629,1604,430211,天元区,湖南省,0.013190678,0.00793483,0.760642076,0.033569874,0.204081421,0.007846896,5
136,0.094792247,0.905207753,1646,430681,汨罗市,湖南省,0.01602334,0.001681289,0.848254735,0.012257887,0.205357143,0.009242561,5
137,0.228081822,0.771918178,1757,440607,三水区,广东省,0.004450106,0.005605714,0.617233498,0.023770143,0.438775722,0.014606824,5
138,0.09181422,0.90818578,1758,440608,高明区,广东省,0.014360176,0.00691019,0.831909007,0.014405633,0.168831438,0.005338721,5
139,0.02974236,0.97025764,1762,440781,台山市,广东省,0.015986043,0.00085454,0.86461115,0.009478655,0.165937151,0.011611307,5
140,0.053802669,0.946197331,1841,450107,西乡塘区,广西壮族自治区,0.024062514,0.003698548,0.775620692,0.03064494,0.163762861,0.007483045,5
141,0.116969109,0.883030891,1844,450110,武鸣区,广西壮族自治区,0.045342148,0.000514221,0.869703537,0.005133919,0.154762137,0.000889767,5
142,0.055186808,0.944813192,1953,460202,海棠区,海南省,0.01390723,0.002349973,0.833307116,0.010326234,0.173145708,0.015941205,5
143,0.321684837,0.678315163,1972,469029,保亭黎族苗族自治县,海南省,0.062683488,0.00028134,0.98178256,0.003849867,0.142857143,0.001893621,5
144,0.035268545,0.964731455,1985,500112,渝北区,重庆市,0.077484343,0.007015831,0.791471847,0.033399889,0.174025705,0.016519444,5
145,0.167954624,0.832045376,2160,513301,康定市,四川省,0.775740704,4.90266E-05,0.724753386,0.000336584,0.148099278,0.000419596,5
146,0.072693348,0.927306652,2197,520111,花溪区,贵州省,0.237377344,0.003713952,0.79474183,0.022646131,0.142857143,0.007240443,5
147,0.273893118,0.726106882,2274,522723,贵定县,贵州省,0.231407408,0.000420174,0.947030341,0.004250073,0.142857143,0.001185899,5
148,0.211722672,0.788277328,2288,530114,呈贡区,云南省,0.389975499,0.005945859,0.579186013,0.033484568,0.142857143,0.014361013,5
149,0.0537256,0.9462744,2291,530125,宜良县,云南省,0.356854989,0.000699246,0.853603599,0.005340554,0.154762137,0.002121599,5
150,0.189831078,0.810168922,2295,530129,寻甸回族彝族自治县,云南省,0.43294289,0.000209291,0.86532579,0.003038858,0.14728714,0.001289837,5
151,0.572358608,0.427641362,2444,540326,八宿县,西藏自治区,0.915801693,4.68783E-06,0.3469269,9.8282E-05,0.145309296,0.000181728,5
152,0.327829242,0.672170758,2496,610118,鄠邑区,陕西省,0.211705626,0.000785314,0.875118894,0.01255164,0.148571429,0.005090999,5
153,0.426813602,0.573186398,2600,620123,榆中县,甘肃省,0.413082938,0.000527739,0.603667151,0.005594729,0.147356437,0.003929792,5
154,0.361085176,0.638914824,2772,652701,博乐市,新疆维吾尔自治区,0.284468473,0.000150666,0.47338659,0.001232824,0.158914991,0.000520694,5
155,0.143671811,0.856328189,2825,654025,新源县,新疆维吾尔自治区,0.357590591,7.98829E-05,0.862415788,0.001180603,0.144594291,0.000713264,5
156,0.566018105,0.433981895,30,120118,静海区,天津市,0.000905534,0.001717721,0.78635403,0.015212657,0.196428571,0.005513912,4
157,0.138092995,0.861907005,41,130123,正定县,河北省,0.015638114,0.003112669,0.790004502,0.033322431,0.251700701,0.01265513,4
158,0.3018713,0.6981287,43,130126,灵寿县,河北省,0.078339833,0.000528017,0.855087049,0.008481235,0.197278573,0.001086012,4
159,0.429426491,0.570573509,356,150526,扎鲁特旗,内蒙古自治区,0.107776774,4.59407E-05,0.819348383,0.000578225,0.142857143,0.000312104,4
160,0.631704032,0.368295968,379,150784,额尔古纳市,内蒙古自治区,0.141516801,8.01785E-06,0.966019682,7.96547E-05,0.149499294,0.000172785,4
161,0.183995903,0.816004097,397,150929,四子王旗,内蒙古自治区,0.247313368,1.34123E-05,0.419202369,0.000180048,0.144191437,0.000159225,4
162,0.4242993,0.5757007,419,152923,额济纳旗,内蒙古自治区,0.219257343,2.10614E-06,0.006873007,1.15E-05,0.14489999,0.000116305,4
163,0.718143225,0.281856775,557,220602,浑江区,吉林省,0.140771343,0.000101037,0.973950206,0.007321696,0.147837851,0.001104767,4
164,0.5202564,0.47974357,577,222405,龙井市,吉林省,0.093904929,2.44246E-05,0.977133069,0.003451728,0.161159995,0.001165495,4
165,0.210266531,0.789733469,713,310116,金山区,上海市,0.00096151,0.008258988,0.767466038,0.041225426,0.191923567,0.016917166,4
166,0.55830133,0.441698641,726,320116,六合区,江苏省,0.004560591,0.002191248,0.85153266,0.021315454,0.215496434,0.007732679,4
167,0.280364275,0.719635725,735,320282,宜兴市,江苏省,0.006680223,0.004968512,0.756898316,0.018354093,0.229323556,0.009048471,4
168,0.028030396,0.971969604,792,321003,邗江区,江苏省,0.002037899,0.009623939,0.713815498,0.028701913,0.267080732,0.017901124,4
169,0.348244905,0.651755095,802,321183,句容市,江苏省,0.00821177,0.003325177,0.818148149,0.014360509,0.142857143,0.004270056,4
170,0.215327382,0.784672618,832,330213,奉化区,浙江省,0.040873064,0.003244922,0.919405432,0.012846625,0.147995714,0.003943385,4
171,0.028605759,0.971394241,834,330226,宁海县,浙江省,0.041802424,0.002443381,0.88180222,0.012349281,0.167083566,0.005800461,4
172,0.114060104,0.885939896,835,330281,余姚市,浙江省,0.034771386,0.004923556,0.749735226,0.025483592,0.148392138,0.005269315,4
173,0.107515633,0.892484367,855,330483,桐乡市,浙江省,0.00122807,0.007241788,0.768358536,0.033543049,0.195767147,0.036828305,4
174,0.185058534,0.814941466,856,330502,吴兴区,浙江省,0.009108866,0.006013892,0.709260096,0.025900644,0.223214286,0.009757953,4
175,0.119284809,0.880715191,865,330681,诸暨市,浙江省,0.032562858,0.003201276,0.895617015,0.01499499,0.16326501,0.003349106,4
176,0.124701023,0.875298977,867,330702,婺城区,浙江省,0.056032566,0.002419197,0.868112747,0.015874338,0.142857143,0.009178707,4
177,0.161363423,0.838636577,892,331081,温岭市,浙江省,0.012271848,0.004692688,0.740289262,0.035610752,0.166945714,0.014977049,4
178,0.340263069,0.659736931,956,340828,岳西县,安徽省,0.126797831,0.000295081,0.954533023,0.004163081,0.155555725,0.001110951,4
179,0.453420162,0.546579838,994,341602,谯城区,安徽省,0.007269682,0.001680741,0.833305141,0.01967948,0.185549992,0.002099245,4
180,0.273923814,0.726076186,1011,350104,仓山区,福建省,0.003005035,0.035536313,0.363226407,0.181136065,0.591835676,0.051978736,4
181,0.34503597,0.65496403,1020,350128,平潭县,福建省,0.00742728,0.005997676,0.602862681,0.050492866,0.452498561,0.023863697,4
182,0.201731801,0.798268199,1025,350211,集美区,福建省,0.026222856,0.01694782,0.617254814,0.081584008,0.142857143,0.025214593,4
183,0.111704886,0.888295114,1060,350623,漳浦县,福建省,0.026118464,0.001582933,0.806958294,0.013038121,0.164254281,0.008688342,4
184,0.055286407,0.944713593,1062,350625,长泰县,福建省,0.052589769,0.002215473,0.884797642,0.007564961,0.142857143,0.002240299,4
185,0.285654724,0.714345276,1098,360112,新建区,江西省,0.011614572,0.000941586,0.824680249,0.009341122,0.242524981,0.00634014,4
186,0.098078847,0.901921153,1185,361123,玉山县,江西省,0.062265007,0.000705079,0.938837886,0.009832488,0.170507137,0.006687519,4
187,0.065650642,0.934349358,1197,370105,天桥区,山东省,0.005001227,0.010778805,0.669579676,0.075279731,0.285714286,0.028342279,4
188,0.193283021,0.806716979,1271,370911,岱岳区,山东省,0.043134921,0.001872867,0.796729988,0.017238857,0.151138567,0.004587123,4
189,0.469676137,0.530323863,1287,371321,沂南县,山东省,0.030837103,0.000742857,0.821967672,0.014580386,0.150905718,0.003946388,4
190,0.206227839,0.793772161,1529,420602,襄城区,湖北省,0.019768593,0.003224472,0.836236103,0.022217971,0.280423584,0.014996237,4
191,0.182709634,0.817290366,1595,430105,开福区,湖南省,0.010117318,0.025933087,0.616861492,0.092725943,0.464285714,0.040008637,4
192,0.470844507,0.529155493,1752,440515,澄海区,广东省,0.003574065,0.007751001,0.591732396,0.069291477,0.338785706,0.010213749,4
193,0.052122474,0.947877526,1781,441203,鼎湖区,广东省,0.029992266,0.001461499,0.758882,0.010393125,0.187969993,0.007309129,4
194,0.202844083,0.797155917,1815,441802,清城区,广东省,0.015322417,0.002692745,0.78278301,0.020459347,0.253246416,0.013628787,4
195,0.095034719,0.904965281,1955,460204,天涯区,海南省,0.056595434,0.001301651,0.945005542,0.008047089,0.156477857,0.005021675,4
196,0.21239841,0.78760159,1960,469002,琼海市,海南省,0.013293359,0.000935268,0.950800607,0.009000781,0.155862143,0.001624421,4
197,0.167052209,0.832947791,1963,469007,东方市,海南省,0.030507369,0.000471193,0.870304995,0.005484284,0.154292864,0.001282543,4
198,0.201091468,0.798908532,1988,500115,长寿区,重庆市,0.078071114,0.002699792,0.867062834,0.017281311,0.245714286,0.004811319,4
199,0.109232306,0.890767694,1989,500116,江津区,重庆市,0.089280694,0.001906438,0.852287155,0.013046472,0.217917851,0.005875583,4
200,0.335061967,0.664938033,2004,500235,云阳县,重庆市,0.125723705,0.000666079,0.928300907,0.007394826,0.181525007,0.001382783,4
201,0.183480144,0.816519856,2012,510104,锦江区,四川省,0.09617205,0.108180063,0.522264811,0.37051797,0.142857143,0.107244946,4
202,0.008729577,0.991270423,2020,510115,温江区,四川省,0.107318284,0.011169595,0.713676825,0.053520972,0.171428571,0.024352726,4
203,0.254347742,0.745652258,2023,510121,金堂县,四川省,0.096379699,0.00231428,0.776355636,0.018382646,0.224490008,0.004883624,4
